arabic,sql,db_id
ما هي جميع المعلومات حول جميع الأشخاص؟,SELECT * FROM people,candidate_poll
ما هي عناوين جميع الأفلام التي أخرجها ستيفن سبيلبرغ؟,SELECT * FROM people,candidate_poll
ما هي أسماء جميع الأفلام التي أخرجها ستيفن سبيلبرغ؟,SELECT title FROM Movie WHERE director = 'Steven Spielberg',movie_1
ما هو اسم الفيلم الذي تم إنتاجه بعد عام 2000 وأخرجه جيمس كاميرون؟,SELECT title FROM Movie WHERE director = 'Steven Spielberg',movie_1
ما هي عناوين جميع الأفلام التي أخرجها جيمس كاميرون بعد عام ٢٠٠٠؟,SELECT title FROM Movie WHERE director = 'James Cameron' AND YEAR > 2000,movie_1
كم عدد الأفلام التي تم إنتاجها قبل عام ٢٠٠٠؟,SELECT title FROM Movie WHERE director = 'James Cameron' AND YEAR > 2000,movie_1
كم فيلم تم إنتاجه قبل عام ٢٠٠٠؟,SELECT count ( * ) FROM Movie WHERE YEAR < 2000,movie_1
من هو المخرج لفيلم أفاتار؟,SELECT count ( * ) FROM Movie WHERE YEAR < 2000,movie_1
من أخرج فيلم أفاتار؟,SELECT director FROM Movie WHERE title = 'Avatar',movie_1
كم مراجع قاموا بالتدرج؟,SELECT director FROM Movie WHERE title = 'Avatar',movie_1
كم عدد المراجعين؟,SELECT count ( * ) FROM Reviewer,movie_1
"ما هو معرف المراجع الذي يحتوي اسمه علي النص ""مايك""؟",SELECT count ( * ) FROM Reviewer,movie_1
"ما هو معرف المراجع الذي يتضمن اسمه كلمه ""مايك""؟","SELECT rID FROM Reviewer WHERE name LIKE ""%Mike%""",movie_1
ما هو معرف المراجع لدانيال لويس؟,"SELECT rID FROM Reviewer WHERE name LIKE ""%Mike%""",movie_1
ما هو معرف المراجع الذي يدعي دانيال لويس؟,"SELECT rID FROM Reviewer WHERE name = ""Daniel Lewis""",movie_1
ما هو إجمالي عدد التقييمات التي تحمل أكثر من 3 نجوم؟,"SELECT rID FROM Reviewer WHERE name = ""Daniel Lewis""",movie_1
كم عدد تقييمات الأفلام التي تمتلك أكثر من 3 نجوم؟,SELECT count ( * ) FROM Rating WHERE stars > 3,movie_1
ما هي أقل وأعلي تقييم نجمه؟,SELECT count ( * ) FROM Rating WHERE stars > 3,movie_1
ما هو الحد الأقصي والحد الأدني لعدد النجوم التي يمكن أن يتلقي تقييم؟,"SELECT max ( stars ) , min ( stars ) FROM Rating",movie_1
ابحث عن جميع السنوات التي فيها فيلم حصل علي تقييم 4 أو 5، وقم بترتيبها تصاعديا حسب السنه.,"SELECT max ( stars ) , min ( stars ) FROM Rating",movie_1
في أي سنوات تلقت فيها فيلم تقييما بنجمتين أو خمس نجوم، واذكر السنوات من الأقدم إلي الأحدث؟,SELECT DISTINCT YEAR FROM Movie AS T1 JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars > = 4 ORDER BY T1.year,movie_1
ما هي أسماء المخرجين الذين أخرجوا أفلاما حصلت علي تقييم بخمس نجوم؟ كما عودونا بأن يتم إرجاع عناوين هذه الأفلام.,SELECT DISTINCT YEAR FROM Movie AS T1 JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars > = 4 ORDER BY T1.year,movie_1
ما هي أسماء المخرجين الذين أنشأوا فيلما بتقييم بخمس نجوم، وما هي أسماء تلك الأفلام؟,"SELECT T1.director , T1.title FROM Movie AS T1 JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars = 5",movie_1
ما هو متوسط تقييم النجوم لكل مراجع؟,"SELECT T1.director , T1.title FROM Movie AS T1 JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars = 5",movie_1
ما هو المتوسط ​​لعدد النجوم التي يمنحها كل مراجع لفيلم؟,"SELECT T2.name , avg ( T1.stars ) FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID GROUP BY T2.name",movie_1
ما هي عناوين جميع الأفلام التي ليست لديها تقييمات؟,"SELECT T2.name , avg ( T1.stars ) FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID GROUP BY T2.name",movie_1
ما هي عناوين جميع الأفلام التي لم يتم تقييمها؟,SELECT title FROM Movie WHERE mID NOT IN ( SELECT mID FROM Rating ),movie_1
ما هي أسماء جميع المراجعين الذين لديهم تقييمات بقيمه NULL للتاريخ؟,SELECT title FROM Movie WHERE mID NOT IN ( SELECT mID FROM Rating ),movie_1
ما هي الأسماء المختلفه لجميع المراجعين الذين لا تحتوي تقييماتهم علي حقل تاريخ؟,"SELECT DISTINCT name FROM Reviewer AS T1 JOIN Rating AS T2 ON T1.rID = T2.rID WHERE ratingDate = ""null""",movie_1
ما هو متوسط تقييم النجوم والعنوان لأقدم فيلم؟,"SELECT DISTINCT name FROM Reviewer AS T1 JOIN Rating AS T2 ON T1.rID = T2.rID WHERE ratingDate = ""null""",movie_1
بالنسبه لأقدم فيلم مدرج، ما هو متوسط التقييم والعنوان؟,"SELECT avg ( T1.stars ) , T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T2.year = ( SELECT min ( YEAR ) FROM Movie )",movie_1
ما هو اسم أحدث فيلم؟,"SELECT avg ( T1.stars ) , T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T2.year = ( SELECT min ( YEAR ) FROM Movie )",movie_1
ما هو عنوان أحدث فيلم؟,SELECT title FROM Movie WHERE YEAR = ( SELECT max ( YEAR ) FROM Movie ),movie_1
ما هو أقصي عدد للنجوم والسنه لأحدث فيلم؟,SELECT title FROM Movie WHERE YEAR = ( SELECT max ( YEAR ) FROM Movie ),movie_1
ما هو أعلي تقييم لأحدث فيلم ومتي تم إصداره؟,"SELECT max ( T1.stars ) , T2.year FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T2.year = ( SELECT max ( YEAR ) FROM Movie )",movie_1
ما هي أسماء الأفلام التي تم إنشاؤها بعد جميع أفلام المخرج ستيفن سبيلبرج؟,"SELECT max ( T1.stars ) , T2.year FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T2.year = ( SELECT max ( YEAR ) FROM Movie )",movie_1
ما هي أسماء جميع الأفلام التي تم إنشاؤها بعد أحدث فيلم لستيفن سبيلبرغ؟,"SELECT title FROM Movie WHERE YEAR > ( SELECT max ( YEAR ) FROM Movie WHERE director = ""Steven Spielberg"" )",movie_1
ما هي عناوين ومخرجي الأفلام التي تتمتع بنجمه أعلي من متوسط نجوم الأفلام التي أخرجها جيمس كاميرون؟,"SELECT title FROM Movie WHERE YEAR > ( SELECT max ( YEAR ) FROM Movie WHERE director = ""Steven Spielberg"" )",movie_1
ما هي عناوين ومخرجي الأفلام التي لديها تقييم أعلي من متوسط تقييمات أفلام جيمس كاميرون؟,"SELECT T2.title , T2.director FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars > ( SELECT avg ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T2.director = ""James Cameron"" )",movie_1
ما هي أسماء المراجعين، وعناوين الأفلام، وعدد النجوم، وتاريخ التقييم؟ وقم بفرز البيانات أولا حسب اسم المراجع، ثم حسب عنوان الفيلم، وأخيرا حسب عدد النجوم.,"SELECT T2.title , T2.director FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars > ( SELECT avg ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T2.director = ""James Cameron"" )",movie_1
ما هو اسم المراجع، عنوان الفيلم، تقييم الفيلم، وتاريخ التقييم لكل فيلم، مرتبه حسب اسم المراجع، عنوان الفيلم، ثم أخيرا التقييم؟,"SELECT T3.name , T2.title , T1.stars , T1.ratingDate FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID ORDER BY T3.name , T2.title , T1.stars",movie_1
ما هي أسماء جميع المراجعين الذين قدموا ثلاث تقييمات أو أكثر؟,"SELECT T3.name , T2.title , T1.stars , T1.ratingDate FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID ORDER BY T3.name , T2.title , T1.stars",movie_1
ما هي أسماء جميع المراجعين الذين قاموا بتقييم ثلاثه أو أكثر من الأفلام؟,SELECT T2.name FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID GROUP BY T1.rID HAVING COUNT ( * ) > = 3,movie_1
ما هي أسماء جميع المراجعين الذين قيموا فيلم Gone with the Wind؟,SELECT T2.name FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID GROUP BY T1.rID HAVING COUNT ( * ) > = 3,movie_1
ما هي أسماء جميع المراجعين المختلفين الذين قيموا فيلم Gone with the Wind؟,SELECT DISTINCT T3.name FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T2.title = 'Gone with the Wind',movie_1
ما هي أسماء جميع المخرجين الذين قامت ساره مارتينيز بتقييم أفلامهم؟,SELECT DISTINCT T3.name FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T2.title = 'Gone with the Wind',movie_1
ما هي أسماء جميع المخرجين الذين تمت مراجعه أفلامهم من قبل ساره مارتينيز؟,SELECT DISTINCT T2.director FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T3.name = 'Sarah Martinez',movie_1
لأي تقييم حيث يكون اسم المراجع هو نفسه كمخرج الفيلم، ارجع اسم المراجع، عنوان الفيلم، وعدد النجوم.,SELECT DISTINCT T2.director FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T3.name = 'Sarah Martinez',movie_1
ما هي أسماء المراجعين المختلفه، وعناوين الأفلام، والنجوم لكل تقييم حيث كان اسم المراجع هو نفس اسم المخرج؟,"SELECT DISTINCT T3.name , T2.title , T1.stars FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T2.director = T3.name",movie_1
ما هي أسماء جميع المراجعين وأسماء الأفلام معا في قائمه واحده؟,"SELECT DISTINCT T3.name , T2.title , T1.stars FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T2.director = T3.name",movie_1
ما هي أسماء جميع المراجعين وأسماء الأفلام؟,SELECT name FROM Reviewer UNION SELECT title FROM Movie,movie_1
ما هي عناوين جميع الأفلام التي لم يتم مراجعتها بواسطه كريس جاكسون؟,SELECT name FROM Reviewer UNION SELECT title FROM Movie,movie_1
ما هي عناوين جميع الأفلام التي لم يتم مراجعتها بواسطه كريس جاكسون؟,SELECT DISTINCT title FROM Movie EXCEPT SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T3.name = 'Chris Jackson',movie_1
لجميع المخرجين الذين أخرجوا أكثر من فيلم واحد، ارجع أعناوين جميع الأفلام التي أخرجوها، بالإضافه إلي اسم المخرج. قم بالفرز حسب اسم المخرج، ثم عنوان الفيلم.,SELECT DISTINCT title FROM Movie EXCEPT SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T3.name = 'Chris Jackson',movie_1
لجميع المخرجين الذين قاموا بإخراج أكثر من فيلم واحد، ما هي الأفلام التي قاموا بإخراجها وما هي أسماءهم؟,"SELECT T1.title , T1.director FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title ! = T2.title ORDER BY T1.director , T1.title",movie_1
للمخرجين الذين أخرجوا أكثر من فيلم واحد، ارجع أعناوين وسنوات إنتاج جميع الأفلام التي أخرجوها.,"SELECT T1.title , T1.director FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title ! = T2.title ORDER BY T1.director , T1.title",movie_1
لكل مخرج قاد أكثر من فيلم واحد، ما هي عناوين وتواريخ الإصدار لكل هذه الأفلام؟,"SELECT T1.title , T1.year FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title ! = T2.title",movie_1
ما هي أسماء المخرجين الذين قاموا بإنتاج فيلم واحد تماما؟,"SELECT T1.title , T1.year FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title ! = T2.title",movie_1
ما هي أسماء جميع المخرجين الذين أنتجوا فيلما واحدا؟,SELECT director FROM Movie GROUP BY director HAVING count ( * ) = 1,movie_1
ما هي أسماء المخرجين الذين أنتجوا فيلما واحدا باستثناء المخرج المعتمد كقيمه NULL؟,SELECT director FROM Movie GROUP BY director HAVING count ( * ) = 1,movie_1
ما هي أسماء جميع المخرجين الذين أنتجوا فيلما واحد باستثناء المخرج المسمي NULL؟,"SELECT director FROM Movie WHERE director ! = ""null"" GROUP BY director HAVING count ( * ) = 1",movie_1
كم عدد مراجعات الأفلام التي يحصل عليها كل مخرج؟,"SELECT director FROM Movie WHERE director ! = ""null"" GROUP BY director HAVING count ( * ) = 1",movie_1
كم عدد المراجعات التي تلقاها كل مخرج؟,"SELECT count ( * ) , T1.director FROM Movie AS T1 JOIN Rating AS T2 ON T1.mID = T2.mID GROUP BY T1.director",movie_1
ما هي الأفلام ذات التقييم المتوسط الأعلي؟ الرجاء إرجاع عناوين الأفلام والتقييم المتوسط.,"SELECT count ( * ) , T1.director FROM Movie AS T1 JOIN Rating AS T2 ON T1.mID = T2.mID GROUP BY T1.director",movie_1
ما هي عناوين الأفلام ذات التقييم المتوسط الأعلي وما هي تلك التقييمات؟,"SELECT T2.title , avg ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T1.mID ORDER BY avg ( T1.stars ) DESC LIMIT 1",movie_1
ما هي عناوين الأفلام والتقييم المتوسط للأفلام ذات أدني تقييم متوسط؟,"SELECT T2.title , avg ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T1.mID ORDER BY avg ( T1.stars ) DESC LIMIT 1",movie_1
ما هي عناوين الأفلام وتقييماتها المتوسطه لجميع الأفلام التي تمتلك أدني تقييم متوسط؟,"SELECT T2.title , avg ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T1.mID ORDER BY avg ( T1.stars ) LIMIT 1",movie_1
ما هي أسماء وسنوات الأفلام التي تحتوي علي أعلي ثلاث تقييمات نجميه؟,"SELECT T2.title , avg ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T1.mID ORDER BY avg ( T1.stars ) LIMIT 1",movie_1
ما هي أسماء الأفلام وسنوات الإصدار للأفلام التي حصلت علي أعلي ثلاث تقييمات؟,"SELECT T2.title , T2.year FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID ORDER BY T1.stars DESC LIMIT 3",movie_1
لكل مخرج، ما هو اسم المخرج بالإضافه إلي عنوان الفيلم الذي أخرجه والذي حصل علي أعلي تقييم بين جميع أفلامه، وقيمه ذلك التقييم. تجاهل الأفلام التي يكون مخرجها NULL.,"SELECT T2.title , T2.year FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID ORDER BY T1.stars DESC LIMIT 3",movie_1
لكل مخرج، ما هي أسماء الأفلام والتقييمات لجميع الأفلام التي قاموا بمراجعتها؟,"SELECT T2.title , T1.stars , T2.director , max ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE director ! = ""null"" GROUP BY director",movie_1
ما هو عنوان الفيلم وتقييم النجوم للفيلم الذي حصل علي أقل تقييم نجوم لكل مراجع؟,"SELECT T2.title , T1.stars , T2.director , max ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE director ! = ""null"" GROUP BY director",movie_1
لكل معرف للمراجع، ما هو عنوان الفيلم والتقييم للفيلم الذي يحمل أقل تقييم؟,"SELECT T2.title , T1.rID , T1.stars , min ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T1.rID",movie_1
لكل مخرج، ما هو عنوان الفيلم والتقييم للفيلم الذي يحمل أدني تقييم بين جميع الأفلام التي أخرجها؟,"SELECT T2.title , T1.rID , T1.stars , min ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T1.rID",movie_1
لكل مخرج، ما هو عنوان الفيلم والتقييم لأسوأ فيلم لهم؟,"SELECT T2.title , T1.stars , T2.director , min ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.director",movie_1
ما هو اسم الفيلم الذي تم تقييمه معظم الأوقات؟,"SELECT T2.title , T1.stars , T2.director , min ( T1.stars ) FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T2.director",movie_1
ما هو اسم الفيلم الذي تمت مراجعته الأكثر؟,"SELECT T2.title , T1.mID FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T1.mID ORDER BY count ( * ) DESC LIMIT 1",movie_1
ما هي عناوين جميع الأفلام التي تتراوح تقييماتها بين 3 و 5 نجوم؟,"SELECT T2.title , T1.mID FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID GROUP BY T1.mID ORDER BY count ( * ) DESC LIMIT 1",movie_1
ما هي عناوين جميع الأفلام التي تحمل بين 3 و 5 نجوم؟,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars BETWEEN 3 AND 5,movie_1
ما هي أسماء المراجعين الذين قدموا تقييمات تزيد عن 3 نجوم؟,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars BETWEEN 3 AND 5,movie_1
ما هي أسماء المراجعين الذين قد قيموا فيلما بأكثر من 3 نجوم من قبل؟,SELECT T2.name FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T1.stars > 3,movie_1
ما هو تقييم النجوم المتوسط لكل فيلم غير المراجع من قبل بريتاني هاريس؟,SELECT T2.name FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T1.stars > 3,movie_1
ما هو تقييم النجوم المتوسط لكل فيلم لم يتم مراجعته من قبل بريتاني هاريس؟,"SELECT mID , avg ( stars ) FROM Rating WHERE mID NOT IN ( SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T2.name = ""Brittany Harris"" ) GROUP BY mID",movie_1
ما هي معرفات الأفلام التي لم يتم مراجعتها من قبل بريتاني هاريس؟,"SELECT mID , avg ( stars ) FROM Rating WHERE mID NOT IN ( SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T2.name = ""Brittany Harris"" ) GROUP BY mID",movie_1
ما هي معرفات جميع الأفلام التي لم يتم مراجعتها من قبل بريتاني هاريس؟,"SELECT mID FROM Rating EXCEPT SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T2.name = ""Brittany Harris""",movie_1
ما هو تقييم النجوم المتوسط لكل فيلم حصل علي ما لا يقل عن تقييمين؟,"SELECT mID FROM Rating EXCEPT SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T2.name = ""Brittany Harris""",movie_1
لكل فيلم تلقي أكثر من 3 مراجعات، ما هو التقييم المتوسط؟,"SELECT mID , avg ( stars ) FROM Rating GROUP BY mID HAVING count ( * ) > = 2",movie_1
ما هي معرفات المراجعين الذين لم يقدموا تقييم بـ 4 نجوم؟,"SELECT mID , avg ( stars ) FROM Rating GROUP BY mID HAVING count ( * ) > = 2",movie_1
ما هي معرفات جميع المراجعين الذين لم يقدموا تقييم بـ 4 نجوم؟,SELECT rID FROM Rating EXCEPT SELECT rID FROM Rating WHERE stars = 4,movie_1
ما هي معرفات المراجعين الذين لم يقدموا فقط تقييم بـ 4 نجوم؟,SELECT rID FROM Rating EXCEPT SELECT rID FROM Rating WHERE stars = 4,movie_1
ما هي معرفات جميع المراجعين الذين لم يقدموا تقييم بـ 4 نجوم علي الأقل مره واحده؟,SELECT rID FROM Rating WHERE stars ! = 4,movie_1
ما هي أسماء الأفلام التي تم إنتاجها بعد عام 2000 أو تمت مراجعتها من قبل بريتاني هاريس؟,SELECT rID FROM Rating WHERE stars ! = 4,movie_1
ما هي أسماء جميع الأفلام التي تم إنتاجها بعد عام 2000 أو تمت مراجعتها من قبل بريتاني هاريس؟,SELECT DISTINCT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T3.name = 'Brittany Harris' OR T2.year > 2000,movie_1
ما هي أسماء الأفلام التي تم إنتاجها قبل عام 1980 أو تم إخراجها من قبل جيمس كاميرون؟,SELECT DISTINCT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID JOIN Reviewer AS T3 ON T1.rID = T3.rID WHERE T3.name = 'Brittany Harris' OR T2.year > 2000,movie_1
ما هي أسماء جميع الأفلام التي تم إنتاجها قبل عام 1980 أو التي كان جيمس كاميرون مخرجا لها؟,"SELECT title FROM Movie WHERE director = ""James Cameron"" OR YEAR < 1980",movie_1
ما هي أسماء المراجعين الذين قد قيموا بـ 3 نجوم و 4 نجوم؟,"SELECT title FROM Movie WHERE director = ""James Cameron"" OR YEAR < 1980",movie_1
ما هي أسماء جميع المراجعين الذين قد قاموا بتقييم 3 أو 4 نجوم للمراجعات؟,SELECT T2.name FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T1.stars = 3 INTERSECT SELECT T2.name FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T1.stars = 4,movie_1
ما هي أسماء الأفلام التي حصلت علي تقييم 3 نجوم و 4 نجوم؟,SELECT T2.name FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T1.stars = 3 INTERSECT SELECT T2.name FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID = T2.rID WHERE T1.stars = 4,movie_1
ما هي أسماء جميع الأفلام التي حصلت علي 3 أو 4 نجوم؟,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars = 3 INTERSECT SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars = 4,movie_1
كم عدد البلديات؟,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars = 3 INTERSECT SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars = 4,movie_1
عدد الدول؟,SELECT count ( * ) FROM county_public_safety,county_public_safety
اذكر أسماء البلديات بترتيب تنازلي حسب السكان.,SELECT count ( * ) FROM county_public_safety,county_public_safety
ما هي أسماء مقاطعات السلامه العامه، مرتبه حسب السكان بترتيب تنازلي؟,SELECT Name FROM county_public_safety ORDER BY Population DESC,county_public_safety
اذكر القوات الشرطيه المتميزه في المقاطعات التي لا تقع مواقعها علي الجانب الشرقي.,SELECT Name FROM county_public_safety ORDER BY Population DESC,county_public_safety
ما هي القوات الشرطيه المختلفه في المقاطعات التي لا تقع في الشرق؟,"SELECT DISTINCT Police_force FROM county_public_safety WHERE LOCATION ! = ""East""",county_public_safety
ما هي أدني وأعلي معدل للجريمه في المقاطعات؟,"SELECT DISTINCT Police_force FROM county_public_safety WHERE LOCATION ! = ""East""",county_public_safety
ما هي أدني وأعلي معدل للجريمه عبر جميع المقاطعات؟,"SELECT min ( Crime_rate ) , max ( Crime_rate ) FROM county_public_safety",county_public_safety
أظهر معدلات الجريمه في المقاطعات بترتيب تصاعدي حسب عدد ضباط الشرطه.,"SELECT min ( Crime_rate ) , max ( Crime_rate ) FROM county_public_safety",county_public_safety
ما هي معدلات الجريمه في المقاطعات مرتبه حسب عدد المكاتب بترتيب تصاعدي؟,SELECT Crime_rate FROM county_public_safety ORDER BY Police_officers ASC,county_public_safety
ما هي أسماء المدن مرتبه ترتيبا أبجديا تصاعديا؟,SELECT Crime_rate FROM county_public_safety ORDER BY Police_officers ASC,county_public_safety
أعيد أسماء المدن، مرتبه أبجديا؟,SELECT Name FROM city ORDER BY Name ASC,county_public_safety
ما هي نسبه الهسبانيين في المدن التي تتجاوز نسبه السود 10٪؟,SELECT Name FROM city ORDER BY Name ASC,county_public_safety
أعيد نسبه الهسبانيين للمدن التي تكون فيها نسبه السود أكبر من 10٪؟,SELECT Hispanic FROM city WHERE Black > 10,county_public_safety
اذكر اسم المقاطعه ذات أكبر تعداد سكاني.,SELECT Hispanic FROM city WHERE Black > 10,county_public_safety
ما هو اسم المقاطعه ذات أكبر تعداد سكاني؟,SELECT Name FROM county_public_safety ORDER BY Population DESC LIMIT 1,county_public_safety
اذكر أسماء المدن ذات أعلي 5 نسب بيضاء؟,SELECT Name FROM county_public_safety ORDER BY Population DESC LIMIT 1,county_public_safety
ما هي أسماء خمس مدن بأعلي نسبه للأشخاص البيض؟,SELECT Name FROM city ORDER BY White DESC LIMIT 5,county_public_safety
أظهر أسماء المدن وأسماء المقاطعات التي تقع فيها.,SELECT Name FROM city ORDER BY White DESC LIMIT 5,county_public_safety
ما هي أسماء المدن، بالإضافه إلي أسماء المقاطعات التي تتوافق معها؟,"SELECT T1.Name , T2.Name FROM city AS T1 JOIN county_public_safety AS T2 ON T1.County_ID = T2.County_ID",county_public_safety
أظهر نسب الأشخاص البيض في المدن ومعدلات الجريمه في المقاطعات التي تقع فيها.,"SELECT T1.Name , T2.Name FROM city AS T1 JOIN county_public_safety AS T2 ON T1.County_ID = T2.County_ID",county_public_safety
ما هي نسب الأشخاص البيض في المدن، ومعدلات الجريمه المقابله في المقاطعات التي تتوافق معها؟,"SELECT T1.White , T2.Crime_rate FROM city AS T1 JOIN county_public_safety AS T2 ON T1.County_ID = T2.County_ID",county_public_safety
أظهر أسماء المدن في المقاطعه التي تحتوي علي أكبر عدد من ضباط الشرطه.,"SELECT T1.White , T2.Crime_rate FROM city AS T1 JOIN county_public_safety AS T2 ON T1.County_ID = T2.County_ID",county_public_safety
ما هي أسماء المدن التي تقع في المقاطعه التي تحتوي علي أكبر عدد من ضباط الشرطه؟,SELECT name FROM city WHERE county_ID = ( SELECT county_ID FROM county_public_safety ORDER BY Police_officers DESC LIMIT 1 ),county_public_safety
أظهر عدد المدن في المقاطعات التي يبلغ تعداد سكانها أكثر من 20000.,SELECT name FROM city WHERE county_ID = ( SELECT county_ID FROM county_public_safety ORDER BY Police_officers DESC LIMIT 1 ),county_public_safety
كم عدد المدن في المقاطعات التي يبلغ تعداد سكانها أكثر من 20000؟,SELECT count ( * ) FROM city WHERE county_ID IN ( SELECT county_ID FROM county_public_safety WHERE population > 20000 ),county_public_safety
أظهر معدل الجريمه في المقاطعات التي تحتوي علي مدينه تمتلك نسبه بيضاء تزيد عن 90 في المئه.,SELECT count ( * ) FROM city WHERE county_ID IN ( SELECT county_ID FROM county_public_safety WHERE population > 20000 ),county_public_safety
